      0.49981217E-07      0.50164580E-07      0.50325525E-07      0.50511851E-07      0.50681489E-07      0.50863793E-07      0.51045852E-07      0.51734361E-07      0.51902557E-07      0.52301111E-07      0.51836924E-07      0.51951915E-07      0.56892496E-07      0.57072992E-07      0.57276750E-07      0.57452056E-07      0.57530983E-07      0.57188650E-07      0.57347528E-07      0.57432157E-07      0.45130506E-07      0.45250506E-07      0.44117805E-07      0.44381011E-07      0.44597769E-07      0.42332953E-07      0.42441943E-07      0.42524672E-07      0.42651486E-07      0.42302503E-07      0.42429967E-07      0.20595834E-07      0.20554673E-07      0.20283332E-07      0.19944753E-07      0.19835115E-07      0.19772694E-07      0.21419469E-07      0.20594271E-07      0.20517856E-07      0.20468049E-07      0.14216394E-07      0.14175900E-07      0.14140476E-07      0.13384714E-07      0.13330932E-07      0.13166206E-07      0.13130498E-07      0.13251206E-07      0.13218398E-07      0.28684550E-08      0.28586462E-08      0.28491678E-08      0.28400893E-08      0.28313891E-08      0.28231331E-08      0.28153135E-08      0.28078311E-08      0.27981080E-08      0.27912026E-08      0.27847413E-08      0.19362301E-08      0.19208193E-08      0.18195733E-08      0.18021277E-08      0.12792748E-13      0.15811391E-14      0.71356224E-14      0.21322591E-13      0.24125424E-13      0.74305030E-13      0.78850460E-13      0.21718581E-12      0.22796879E-12      0.27905534E-12
      0.50178325E-07      0.50372424E-07      0.50538862E-07      0.50729430E-07      0.50903992E-07      0.51092819E-07      0.51279677E-07      0.51976830E-07      0.52157802E-07      0.52675798E-07      0.52031925E-07      0.52215533E-07      0.52394302E-07      0.57395699E-07      0.57605263E-07      0.57784590E-07      0.57964261E-07      0.57527604E-07      0.57690198E-07      0.57768766E-07      0.45328651E-07      0.45451575E-07      0.44336687E-07      0.44466756E-07      0.44825086E-07      0.44939775E-07      0.42652889E-07      0.42739881E-07      0.42870347E-07      0.42548379E-07      0.42652367E-07      0.34128682E-07      0.22056607E-07      0.20486972E-07      0.20001456E-07      0.19889979E-07      0.19829368E-07      0.21503434E-07      0.20675865E-07      0.20595234E-07      0.20546056E-07      0.14216193E-07      0.14177350E-07      0.14143996E-07      0.13381630E-07      0.13331409E-07      0.13165140E-07      0.13131092E-07      0.13070581E-07      0.13222158E-07      0.28645584E-08      0.28550924E-08      0.28459513E-08      0.28371701E-08      0.28288303E-08      0.28208902E-08      0.28133387E-08      0.28062175E-08      0.27967944E-08      0.27903184E-08      0.27841054E-08      0.27783074E-08      0.18300778E-08      0.18151525E-08      0.15847265E-08      0.12745498E-13      0.14278887E-13      0.72214895E-14      0.21573372E-13      0.24450724E-13      0.75175041E-13      0.79754793E-13      0.21972369E-12      0.23058516E-12      0.28217364E-12
      0.50385836E-07      0.50584951E-07      0.50798690E-07      0.50952586E-07      0.51132105E-07      0.51327540E-07      0.51518661E-07      0.52224582E-07      0.52762058E-07      0.52938177E-07      0.53067346E-07      0.52604470E-07      0.52667705E-07      0.57726119E-07      0.57939747E-07      0.58124218E-07      0.58308576E-07      0.57871770E-07      0.58039671E-07      0.58124321E-07      0.59218621E-07      0.44421078E-07      0.44557364E-07      0.44615476E-07      0.44740119E-07      0.45174851E-07      0.42867374E-07      0.43036859E-07      0.43092722E-07      0.42771358E-07      0.42878522E-07      0.34248160E-07      0.35804639E-07      0.20543665E-07      0.20212674E-07      0.19949706E-07      0.19887318E-07      0.19841641E-07      0.20774079E-07      0.20672948E-07      0.20625516E-07      0.20606731E-07      0.14179015E-07      0.14141889E-07      0.13378250E-07      0.13330316E-07      0.13165002E-07      0.13131544E-07      0.13072265E-07      0.13040785E-07      0.28605149E-08      0.28514362E-08      0.28426219E-08      0.28342273E-08      0.28262281E-08      0.28185834E-08      0.28113316E-08      0.28044633E-08      0.27980354E-08      0.27892590E-08      0.27834235E-08      0.26893077E-08      0.26841973E-08      0.15942480E-08      0.15834879E-08      0.12698050E-13      0.14253464E-13      0.18582868E-13      0.21830314E-13      0.24733831E-13      0.76060435E-13      0.10239484E-12      0.22230668E-12      0.23324726E-12      0.28534488E-12
      0.50598928E-07      0.50816915E-07      0.51021942E-07      0.51181171E-07      0.51365223E-07      0.51566737E-07      0.51763376E-07      0.51949886E-07      0.53023463E-07      0.53206811E-07      0.53340997E-07      0.52877667E-07      0.53069300E-07      0.58060873E-07      0.58253129E-07      0.58470846E-07      0.58659193E-07      0.58322307E-07      0.58406588E-07      0.58486119E-07      0.59594022E-07      0.44642086E-07      0.44781942E-07      0.44843425E-07      0.44973660E-07      0.45273431E-07      0.42942020E-07      0.43258794E-07      0.43314323E-07      0.42997240E-07      0.43136378E-07      0.44702624E-07      0.35930679E-07      0.34494185E-07      0.20555561E-07      0.20165515E-07      0.20106651E-07      0.19903108E-07      0.20832815E-07      0.20759435E-07      0.20706672E-07      0.20689958E-07      0.14180766E-07      0.14145236E-07      0.13375154E-07      0.13328648E-07      0.13280513E-07      0.13131790E-07      0.13076093E-07      0.13044768E-07      0.21070592E-08      0.20894440E-08      0.28392926E-08      0.28312126E-08      0.28235112E-08      0.28162177E-08      0.28092653E-08      0.28027014E-08      0.27965115E-08      0.27880469E-08      0.26927636E-08      0.26875622E-08      0.24631761E-08      0.24625537E-08      0.15796461E-08      0.12650961E-13      0.14228471E-13      0.18614489E-13      0.33200839E-13      0.25021961E-13      0.76961630E-13      0.10356172E-12      0.22533497E-12      0.23595606E-12      0.28857022E-12
      0.50817594E-07      0.51039734E-07      0.51249881E-07      0.51456947E-07      0.51620862E-07      0.51810623E-07      0.52013981E-07      0.52568414E-07      0.53291966E-07      0.53488581E-07      0.53620425E-07      0.53157049E-07      0.53355190E-07      0.58525586E-07      0.58724854E-07      0.58824472E-07      0.59016998E-07      0.59210691E-07      0.58683931E-07      0.58854518E-07      0.59042787E-07      0.44894868E-07      0.44930484E-07      0.45074749E-07      0.45210335E-07      0.45516746E-07      0.43163240E-07      0.43304475E-07      0.43542553E-07      0.43224674E-07      0.44938300E-07      0.44869005E-07      0.36058303E-07      0.36173464E-07      0.34729258E-07      0.20225569E-07      0.20168777E-07      0.20127560E-07      0.21028610E-07      0.20841208E-07      0.20789489E-07      0.20697453E-07      0.14182346E-07      0.14145690E-07      0.13761556E-07      0.13327162E-07      0.13282096E-07      0.13132463E-07      0.13077880E-07      0.13048234E-07      0.21009079E-08      0.20835427E-08      0.20664992E-08      0.28281413E-08      0.28207296E-08      0.28137315E-08      0.28071461E-08      0.28008724E-08      0.27949509E-08      0.26955356E-08      0.26904607E-08      0.24628484E-08      0.24622340E-08      0.24618929E-08      0.24618931E-08      0.12602474E-13      0.14203751E-13      0.18648843E-13      0.35956809E-13      0.36258245E-13      0.77879252E-13      0.10474468E-12      0.22801406E-12      0.23871340E-12      0.29203403E-12
      0.51066955E-07      0.51268277E-07      0.51482768E-07      0.51697217E-07      0.51864717E-07      0.52059033E-07      0.52270146E-07      0.52838178E-07      0.53568748E-07      0.53709748E-07      0.53905339E-07      0.53441777E-07      0.53649877E-07      0.53847373E-07      0.59078719E-07      0.59310523E-07      0.59381673E-07      0.59580298E-07      0.59158960E-07      0.59230324E-07      0.58238754E-07      0.45124281E-07      0.45163087E-07      0.45310557E-07      0.45456797E-07      0.45762896E-07      0.43387050E-07      0.43533294E-07      0.43711662E-07      0.45055252E-07      0.45173326E-07      0.45139583E-07      0.36205098E-07      0.36303806E-07      0.34847766E-07      0.34681278E-07      0.20231612E-07      0.20191630E-07      0.21276096E-07      0.20924670E-07      0.20874186E-07      0.20783117E-07      0.14184636E-07      0.14149385E-07      0.13763179E-07      0.13324924E-07      0.13280876E-07      0.13132388E-07      0.13079577E-07      0.13061529E-07      0.20948254E-08      0.20776727E-08      0.20607884E-08      0.20442190E-08      0.28179072E-08      0.28111926E-08      0.28048757E-08      0.27989508E-08      0.27008258E-08      0.26928211E-08      0.24618174E-08      0.24613518E-08      0.24611964E-08      0.24611893E-08      0.24614888E-08      0.12553636E-13      0.14178492E-13      0.19454400E-13      0.36205187E-13      0.80556269E-13      0.89592755E-13      0.23171336E-12      0.23074140E-12      0.24151902E-12      0.29537345E-12
      0.51307858E-07      0.51507985E-07      0.51721376E-07      0.51941100E-07      0.52114441E-07      0.52313037E-07      0.52897430E-07      0.53110231E-07      0.53848886E-07      0.53996867E-07      0.54196722E-07      0.53731885E-07      0.53945701E-07      0.54150181E-07      0.59439035E-07      0.59676026E-07      0.59881003E-07      0.60085796E-07      0.59525799E-07      0.59624959E-07      0.58636914E-07      0.59684282E-07      0.45399037E-07      0.45548376E-07      0.45685276E-07      0.46013469E-07      0.46164487E-07      0.43765269E-07      0.45580016E-07      0.45142677E-07      0.45263445E-07      0.45382617E-07      0.36335653E-07      0.36437829E-07      0.34967762E-07      0.34805048E-07      0.34868915E-07      0.20225562E-07      0.21360588E-07      0.21176449E-07      0.20968418E-07      0.20910516E-07      0.14186728E-07      0.14153271E-07      0.13764488E-07      0.13323184E-07      0.13280516E-07      0.13138535E-07      0.13080522E-07      0.13065111E-07      0.20886999E-08      0.20717870E-08      0.20550983E-08      0.20387183E-08      0.20226436E-08      0.28085936E-08      0.28025253E-08      0.27029747E-08      0.26977718E-08      0.24632401E-08      0.24599198E-08      0.24597351E-08      0.24599374E-08      0.24604254E-08      0.24610378E-08      0.12504791E-13      0.14165700E-13      0.19497543E-13      0.36458778E-13      0.81370904E-13      0.90498138E-13      0.23718440E-12      0.23351831E-12      0.24437489E-12      0.60866232E-12
      0.53273926E-07      0.51741193E-07      0.51964680E-07      0.52190355E-07      0.52413633E-07      0.52572929E-07      0.53168520E-07      0.53387616E-07      0.54135121E-07      0.54288421E-07      0.54502653E-07      0.54707666E-07      0.54246641E-07      0.54459868E-07      0.59806780E-07      0.60048421E-07      0.60261470E-07      0.60386903E-07      0.60042581E-07      0.60116733E-07      0.59042684E-07      0.60102451E-07      0.45637833E-07      0.45792508E-07      0.45933927E-07      0.46267839E-07      0.46423200E-07      0.45664322E-07      0.45820055E-07      0.45858659E-07      0.45439510E-07      0.45477659E-07      0.36494878E-07      0.36573642E-07      0.35088988E-07      0.34926408E-07      0.34993658E-07      0.35098747E-07      0.22094099E-07      0.21263233E-07      0.21226338E-07      0.21171719E-07      0.14184077E-07      0.14156966E-07      0.13766527E-07      0.13321094E-07      0.13280046E-07      0.13140229E-07      0.13081773E-07      0.13068094E-07      0.20825355E-08      0.20658646E-08      0.20494257E-08      0.20332416E-08      0.20173214E-08      0.20016666E-08      0.27048104E-08      0.26994647E-08      0.24613906E-08      0.24610203E-08      0.24579871E-08      0.24580815E-08      0.24585760E-08      0.24594107E-08      0.24605302E-08      0.12455852E-13      0.14141035E-13      0.19542034E-13      0.36722117E-13      0.82201749E-13      0.91425280E-13      0.24810411E-12      0.23897407E-12      0.30373290E-12      0.61773758E-12
      0.56993894E-07      0.51991204E-07      0.52213309E-07      0.52443589E-07      0.52675002E-07      0.53218407E-07      0.53444435E-07      0.53670757E-07      0.53824230E-07      0.54585833E-07      0.54806733E-07      0.55016265E-07      0.54554150E-07      0.54774851E-07      0.60181108E-07      0.60428384E-07      0.60648148E-07      0.60779172E-07      0.60436328E-07      0.59512676E-07      0.59480275E-07      0.60528770E-07      0.45881922E-07      0.46040835E-07      0.46186081E-07      0.46526921E-07      0.46686242E-07      0.45903086E-07      0.46063491E-07      0.46192536E-07      0.45687525E-07      0.45814410E-07      0.36468652E-07      0.36708634E-07      0.35211148E-07      0.35049172E-07      0.35119346E-07      0.35209926E-07      0.37237456E-07      0.21352571E-07      0.21317300E-07      0.21278721E-07      0.14359546E-07      0.14161325E-07      0.13768101E-07      0.13339794E-07      0.13279134E-07      0.13139946E-07      0.13119752E-07      0.13070927E-07      0.20763862E-08      0.20599189E-08      0.20437592E-08      0.20277509E-08      0.20119815E-08      0.19964923E-08      0.18845818E-08      0.24591453E-08      0.24587095E-08      0.24586286E-08      0.24559346E-08      0.24564020E-08      0.24571674E-08      0.24582865E-08      0.24597482E-08      0.12429334E-13      0.14116907E-13      0.19641437E-13      0.36986039E-13      0.91129713E-13      0.92414473E-13      0.25096787E-12      0.24964411E-12      0.31166939E-12      0.62517369E-12
      0.57174063E-07      0.54022909E-07      0.52467893E-07      0.52702951E-07      0.52938645E-07      0.53540258E-07      0.53726826E-07      0.53957702E-07      0.54119496E-07      0.54893594E-07      0.55114988E-07      0.55331618E-07      0.54868419E-07      0.55093338E-07      0.55312807E-07      0.60815246E-07      0.61040652E-07      0.61179279E-07      0.60837181E-07      0.59929143E-07      0.60046176E-07      0.60120286E-07      0.46130484E-07      0.46293192E-07      0.46442690E-07      0.46602235E-07      0.48652442E-07      0.46146130E-07      0.46311403E-07      0.46443166E-07      0.45937103E-07      0.46070415E-07      0.46112120E-07      0.36688895E-07      0.35174970E-07      0.35172988E-07      0.35257695E-07      0.35339980E-07      0.35487179E-07      0.36739948E-07      0.21410079E-07      0.21373106E-07      0.14363915E-07      0.14343985E-07      0.13769959E-07      0.13337806E-07      0.13278431E-07      0.13139519E-07      0.13120985E-07      0.13073766E-07      0.20702795E-08      0.20540103E-08      0.20379989E-08      0.20222453E-08      0.20066411E-08      0.16483040E-08      0.16377379E-08      0.16273569E-08      0.24559978E-08      0.24561975E-08      0.24537397E-08      0.24546283E-08      0.24557227E-08      0.24571130E-08      0.24588691E-08      0.12378624E-13      0.14094779E-13      0.19689970E-13      0.37743066E-13      0.92080437E-13      0.93373205E-13      0.25572895E-12      0.25663084E-12      0.32296098E-12      0.63504345E-12
